Path,Pitch,RMSE,PercentSilence,FrequencyMagnitude
E:/CHTPT_code_me/static/Tractor/Tractor8.wav,"[39.405834, 37.659924, 37.502056, 38.570557, 39.078953, 38.50799, 38.546562]","[5.823140959174177, 8.214692495364163, 5.035977023986301, 5.905265920002767, 4.7189897212471505, 4.9308761125855325, 5.17422733135477]","[57.292517006802726, 56.08616780045351, 53.64625850340136, 54.557823129251695, 54.21768707482993, 54.75283446712018, 56.22052039599855]","[(497, 3056.336120045719), (33361, 44.47134692062901), (48581, 28.02472726184728), (86136, 15.735010799555274), (105769, 28.024727261847275), (120989, 44.47134692062901), (153853, 3056.336120045718)]"
E:/CHTPT_code_me/static/Tractor/Tractor9.wav,"[38.962162, 37.576015, 38.680622, 39.117092, 38.5435, 38.322178, 38.427544]","[9.124641685251168, 4.298289780092004, 5.612062410052333, 5.026513128818589, 5.053871795756831, 4.663877154789155, 5.033739803946533]","[56.08616780045351, 53.64625850340136, 54.557823129251695, 54.21768707482993, 54.75283446712018, 55.43764172335601, 52.82615456383144]","[(497, 2975.1309102151376), (34785, 47.04763173230134), (44360, 26.528224198002444), (85225, 15.859954831522556), (109990, 26.528224198002434), (119565, 47.047631732301355), (153853, 2975.1309102151376)]"
E:/CHTPT_code_me/static/Train/Train1.wav,"[41.289436, 39.72443, 36.252716, 41.047703, 36.584576, 37.855953, 35.037327]","[12.392223524579475, 11.76543063595004, 11.374960784866873, 13.460155476682953, 9.226370861489116, 12.816709161381281, 11.063226616187464]","[47.47845804988662, 51.96825396825397, 51.33333333333333, 44.81632653061225, 42.666666666666664, 55.859410430839, 49.13051365780334]","[(588, 2551.3374447457295), (23145, 41.840560807945295), (49675, 18.188830651628745), (66768, 6.048639808057626), (104675, 18.18883065162875), (131205, 41.840560807945316), (153762, 2551.3374447457295)]"
E:/CHTPT_code_me/static/Train/Train10.wav,"[41.418774, 36.372707, 38.76419, 36.095387, 35.70225, 37.266384, 40.372673]","[12.532475972439833, 12.550300446205906, 9.026279294353333, 17.118881719250652, 9.800607189979582, 12.16952982136891, 14.38638418303093]","[47.65079365079365, 51.80045351473923, 49.238095238095234, 50.64399092970521, 52.27210884353741, 52.471655328798185, 48.12108018452288]","[(588, 4259.086653202682), (22258, 35.01334512995136), (47262, 11.661801297905695), (86130, 5.511797698464108), (107088, 11.66180129790573), (132092, 35.013345129951375), (153762, 4259.086653202682)]"
E:/CHTPT_code_me/static/Train/Train11.wav,"[37.60944, 35.721973, 37.7378, 38.500374, 35.609573, 40.90632, 39.694595]","[16.437794892983728, 10.61524214400422, 11.56398024010871, 14.01885345223404, 11.75213846865864, 12.079154447253261, 12.714962703951945]","[50.64399092970521, 52.27210884353741, 52.471655328798185, 51.86394557823129, 46.96145124716553, 50.090702947845806, 50.07321308246514]","[(585, 2994.97670438736), (23069, 32.5307411843265), (49773, 12.538626804198426), (66274, 6.217991647197364), (104577, 12.538626804198442), (131281, 32.53074118432652), (153765, 2994.97670438736)]"
E:/CHTPT_code_me/static/Train/Train12.wav,"[40.52874, 35.925976, 39.170757, 39.662334, 36.446487, 39.4465, 41.80067]","[14.157844263367181, 12.11193759836966, 12.956027687704633, 14.995777473918029, 11.086745294077057, 14.796921925707942, 14.782404715550088]","[51.86394557823129, 46.96145124716553, 50.090702947845806, 51.2108843537415, 48.26757369614513, 47.19274376417234, 48.65819209039548]","[(585, 2692.9854412492346), (23203, 38.494913166285855), (48429, 12.669818652673467), (84595, 7.378444883392171), (105921, 12.669818652673479), (131147, 38.494913166285855), (153765, 2692.9854412492346)]"
E:/CHTPT_code_me/static/Train/Train13.wav,"[41.584526, 36.711338, 39.494823, 42.47051, 35.044643, 35.636417, 38.405384]","[14.969271917957379, 11.982313672169333, 15.608198333176828, 14.085826979550932, 10.059777326698947, 13.614323428122415, 14.448126337845766]","[51.2108843537415, 48.26757369614513, 47.19274376417234, 47.55102040816327, 47.718820861678005, 50.471655328798185, 48.809801482402946]","[(606, 2669.4163720516103), (23347, 31.97877768919798), (45691, 14.057578629164562), (84089, 7.991795042897503), (108659, 14.057578629164562), (131003, 31.978777689197965), (153744, 2669.41637205161)]"
E:/CHTPT_code_me/static/Train/Train14.wav,"[43.520027, 35.011898, 35.970608, 39.37711, 37.6236, 39.371487, 39.363525]","[13.906005542958155, 10.607879021249357, 13.675680074707738, 15.759707325404245, 9.622327838284642, 10.963191303779327, 13.21675782757146]","[47.55102040816327, 47.718820861678005, 50.471655328798185, 47.7732426303855, 48.009070294784586, 49.97732426303855, 49.1518944694967]","[(589, 4232.780728899896), (23726, 35.29653070725508), (45923, 11.674183341439134), (87811, 6.8101969751839), (108427, 11.674183341439154), (130624, 35.29653070725509), (153761, 4232.7807288998965)]"
E:/CHTPT_code_me/static/Train/Train15.wav,"[39.060684, 37.01657, 39.9006, 38.68226, 40.437187, 39.20133, 39.97593]","[16.35247158038235, 10.958494835843643, 11.355886682646261, 12.855424929598701, 11.594422412842201, 12.312448564695107, 12.403001638484143]","[47.7732426303855, 48.009070294784586, 49.97732426303855, 51.292517006802726, 48.08616780045352, 49.5328798185941, 48.61154304670088]","[(589, 5289.722146895731), (23680, 38.2621553809063), (44541, 10.873407710152739), (68606, 5.3554743938199945), (109809, 10.873407710152707), (130670, 38.262155380906314), (153761, 5289.7221468957305)]"
E:/CHTPT_code_me/static/Train/Train2.wav,"[42.397972, 36.2745, 37.326153, 34.82113, 42.700424, 37.753147, 39.425514]","[14.466056782213515, 9.452546329426003, 14.154416241355994, 10.872787140986128, 15.604203850879069, 14.590894503496765, 12.118621196298461]","[44.81632653061225, 42.666666666666664, 55.859410430839, 43.34240362811791, 44.85260770975057, 51.77324263038548, 51.67029492562069]","[(587, 3429.9500752393355), (23674, 37.96819454396835), (49675, 18.029159561195854), (86661, 4.787056891303899), (104675, 18.029159561195865), (130676, 37.96819454396836), (153763, 3429.950075239336)]"
E:/CHTPT_code_me/static/Train/Train3.wav,"[37.614376, 43.192966, 37.031834, 39.76823, 39.024143, 39.71955, 42.359108]","[13.314805768679308, 17.984574221606767, 14.402330115193589, 12.202505113202191, 10.584820906764694, 13.35975510910863, 12.669405332278638]","[43.34240362811791, 44.85260770975057, 51.77324263038548, 53.61451247165533, 48.816326530612244, 45.682539682539684, 52.195096667184984]","[(583, 2705.79568495429), (23543, 38.48058677482307), (49781, 17.474550224465435), (66351, 5.89139349781175), (104569, 17.474550224465457), (130807, 38.48058677482304), (153767, 2705.7956849542898)]"
E:/CHTPT_code_me/static/Train/Train4.wav,"[42.15461, 38.979095, 40.197853, 42.106712, 33.23851, 35.564438, 39.241543]","[12.325450459354405, 11.728863088813211, 12.824240076311288, 12.850698000306693, 9.247973126669725, 13.614715892998944, 12.457200363167518]","[53.61451247165533, 48.816326530612244, 45.682539682539684, 56.40362811791383, 46.64852607709751, 53.28344671201814, 51.288679832063444]","[(583, 2821.991164511642), (23649, 33.78746870610185), (49038, 14.640485832180863), (87624, 6.389233531703831), (105312, 14.640485832180847), (130701, 33.787468706101826), (153767, 2821.9911645116426)]"
E:/CHTPT_code_me/static/Train/Train5.wav,"[42.43475, 33.51227, 35.955864, 39.03751, 38.436768, 41.200474, 38.912758]","[15.169960676237594, 7.807593394647396, 14.92337306429233, 11.400928889911267, 13.467225891404919, 11.770357621744985, 13.862476678886672]","[56.40362811791383, 46.64852607709751, 53.28344671201814, 49.156462585034014, 49.147392290249435, 49.40136054421769, 49.654667495983]","[(592, 3730.6796219846537), (23513, 37.89038595004042), (49821, 16.498726971145018), (66986, 7.560675942512866), (104529, 16.498726971145054), (130837, 37.890385950040454), (153758, 3730.6796219846537)]"
E:/CHTPT_code_me/static/Train/Train6.wav,"[41.17749, 38.554855, 40.51779, 39.217426, 36.719975, 39.904224, 39.68167]","[11.183107547938477, 12.893136270577088, 11.810564469279987, 13.780669262632728, 12.762828350033876, 12.592593449655743, 15.440596120953117]","[49.156462585034014, 49.147392290249435, 49.40136054421769, 49.51020408163266, 45.0702947845805, 52.74829931972789, 49.354040325506666]","[(584, 3722.849223408084), (23681, 39.55501581833488), (48064, 13.615980056057525), (67323, 5.869556503881109), (106286, 13.61598005605755), (130669, 39.55501581833484), (153766, 3722.8492234080836)]"
E:/CHTPT_code_me/static/Train/Train7.wav,"[39.816715, 37.22576, 39.82834, 38.304165, 39.483295, 36.067204, 38.451656]","[15.530706130964465, 12.9410838835784, 11.068717777795557, 14.071529018803544, 11.348558617534028, 13.697605722007298, 11.66570524334193]","[49.51020408163266, 45.0702947845805, 52.74829931972789, 53.54648526077098, 49.06122448979592, 50.249433106575964, 50.04017000984813]","[(584, 3639.10178363253), (23677, 40.04410616390992), (46005, 11.850049541391732), (87950, 6.205590147934914), (108345, 11.85004954139171), (130673, 40.04410616390992), (153766, 3639.10178363253)]"
E:/CHTPT_code_me/static/Train/Train8.wav,"[38.768986, 39.446266, 35.009983, 39.568806, 39.453564, 36.452988, 38.4364]","[14.795148045604313, 10.627564219092685, 13.857153826393187, 13.15713530029392, 11.549830987184707, 12.175959431832391, 11.914540035788724]","[53.54648526077098, 49.06122448979592, 50.249433106575964, 53.605442176870746, 47.578231292517, 47.04761904761905, 48.90893070025398]","[(588, 3306.3711580645913), (24426, 37.858246466861836), (50868, 12.087053530553842), (88119, 5.902230404953973), (103482, 12.087053530553831), (129924, 37.858246466861836), (153762, 3306.3711580645922)]"
E:/CHTPT_code_me/static/Train/Train9.wav,"[40.358902, 39.29406, 35.60063, 40.088444, 35.815296, 38.978294, 36.140778]","[13.710416846930288, 11.740205957487758, 11.5901720183458, 12.284307943523995, 12.931585764246327, 9.699441813392609, 17.19421928726314]","[53.605442176870746, 47.578231292517, 47.04761904761905, 47.65079365079365, 51.80045351473923, 49.238095238095234, 48.104234696522056]","[(588, 5384.177749298197), (23454, 44.62729817296794), (49380, 13.266431999008411), (66552, 5.515345815697911), (104970, 13.26643199900839), (130896, 44.627298172967954), (153762, 5384.177749298197)]"
